airport,year,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,growth_rate,delay_change
PHX,2010,181331.0,24811.0,7098.79,600.2,6985.34,89.69,10037.08,-0.015153078682,-0.101506482219
PHX,2011,188259.0,26141.0,7457.72,628.51,7322.33,107.21,10625.26,0.0382063739791,0.0536052557333
PHX,2012,183065.0,23185.0,6569.88,397.34,7579.41,110.02,8528.36,-0.0275896504284,-0.113079071191
PHX,2013,177030.0,27059.0,8235.71,491.17,7405.73,97.35,10829.06,-0.0329664326878,0.16709079146
PHX,2014,160466.0,29068.0,9244.79,529.23,7142.02,53.54,12098.39,-0.0935660622493,0.0742451679663
PHX,2015,159744.0,26200.0,8225.17,686.47,7115.33,67.79,10105.19,-0.00449939551058,-0.0986651988441
SAN,2005,89030.0,17575.0,6026.5,468.52,4911.02,45.64,6123.36,0.0342584310127,0.0867548849864
SAN,2006,92915.0,19086.0,6493.34,479.49,5022.05,94.93,6996.19,0.0436369763001,0.0859743954481
SAN,2007,97302.0,19859.0,6569.53,466.76,4727.68,71.89,8023.15,0.0472151966851,0.0405008907052
SAN,2008,93750.0,19174.0,5471.86,436.41,5734.52,47.15,7484.07,-0.0365049022631,-0.0344931768971
SAN,2009,82929.0,14316.0,4425.41,354.81,3845.98,36.36,5653.43,-0.115424,-0.253363930322
SAN,2010,78651.0,13521.0,4405.98,362.04,3021.74,37.57,5693.67,-0.0515862967116,-0.0555322715842
SAN,2011,76335.0,13788.0,4444.92,360.11,3363.99,42.33,5576.64,-0.0294465423199,0.0197470601287
SAN,2012,77125.0,12699.0,4363.42,330.09,2786.54,37.05,5181.95,0.0103491190149,-0.0789817232376
SAN,2013,76679.0,14960.0,4810.78,316.02,3279.12,30.6,6523.53,-0.00578282009724,0.178045515395
SAN,2014,76732.0,16506.0,5387.98,363.48,3152.72,23.51,7578.3,0.000691193155884,0.103342245989
SAN,2015,76414.0,13648.0,4727.75,383.88,2750.66,20.62,5765.09,-0.00414429442736,-0.173149157882
SEA,2005,106575.0,25797.0,8450.69,488.28,6787.89,106.51,9963.63,-0.0257247072375,0.13373472796
SEA,2006,107527.0,26828.0,7437.96,549.97,8668.17,152.57,10019.34,0.00893267651888,0.0399658875063
SEA,2007,109147.0,29747.0,8263.83,606.2,10290.55,153.64,10432.81,0.0150659834274,0.108804234382
SEA,2008,109075.0,25230.0,6868.61,496.19,9744.05,85.95,8035.2,-0.000659660824393,-0.1518472451
SEA,2009,100961.0,17306.0,5125.92,371.28,6294.63,61.4,5452.67,-0.0743891817557,-0.314070550931
SEA,2010,98597.0,14116.0,4689.83,385.5,4267.36,59.79,4713.6,-0.0234149820228,-0.184329134404
SEA,2011,100125.0,15309.0,4876.16,380.66,5091.25,46.12,4914.8,0.0154974289279,0.0845140266364
SEA,2012,100167.0,14284.0,4941.67,324.4,4038.89,59.34,4919.76,0.000419475655431,-0.0669540792998
SEA,2013,103086.0,16472.0,5303.63,433.16,5058.63,61.48,5615.12,0.0291413339723,0.153178381406
SEA,2014,108722.0,19096.0,5667.92,450.75,6091.84,39.17,6846.34,0.0546727974701,0.159300631374
SEA,2015,121292.0,19587.0,5619.85,591.38,6555.24,58.98,6761.58,0.115615974688,0.0257121910348
SFO,2005,128988.0,30085.0,8707.97,788.09,13788.18,65.13,6735.44,-0.00862347244639,0.0793986796785
SFO,2006,131805.0,36314.0,10110.79,688.97,15493.15,126.02,9894.99,0.0218392408596,0.207046701014
SFO,2007,138422.0,38957.0,9970.93,867.69,16568.22,106.12,11444.14,0.0502029513296,0.0727818472215
SFO,2008,140579.0,40262.0,7995.95,905.49,20713.25,74.7,10572.63,0.0155827830836,0.033498472675
SFO,2009,136978.0,34207.0,5544.43,769.48,18122.65,57.33,9713.18,-0.0256154902226,-0.150389945855
SFO,2010,140024.0,36888.0,5474.45,834.96,19701.85,50.2,10826.58,0.0222371475711,0.078375771041
SFO,2011,145722.0,38371.0,6046.66,829.81,19088.58,46.19,12359.81,0.040693024053,0.0402027759705
SFO,2012,171339.0,46914.0,8022.13,1140.45,23597.08,51.3,14103.13,0.175793634455,0.222642099502
SFO,2013,168069.0,41963.0,7746.0,1068.08,20312.41,46.73,12789.79,-0.0190849718978,-0.105533529437
SFO,2014,166883.0,46563.0,8685.68,1369.07,22252.31,45.51,14210.41,-0.0070566255526,0.109620379858
SFO,2015,162136.0,35080.0,8102.19,1115.07,14302.28,39.6,11520.74,-0.0284450782884,-0.246612116917
SLC,2005,160822.0,24268.0,8800.76,1158.71,7534.91,134.94,6638.76,0.158075898322,0.0717661087312
SLC,2006,142262.0,23024.0,8868.92,1068.94,4803.6,210.09,8072.5,-0.115407096044,-0.0512609197297
SLC,2007,147789.0,27958.0,10578.48,1123.16,4740.02,200.08,11316.39,0.0388508526521,0.214298123697
SLC,2008,139077.0,21336.0,5692.87,742.66,5982.33,99.97,8818.14,-0.0589489068875,-0.236855282924
SLC,2009,131833.0,18455.0,4168.37,418.7,6525.65,47.32,7294.82,-0.0520862543771,-0.13502999625
SLC,2010,124709.0,19932.0,5292.07,418.08,6004.91,50.64,8166.33,-0.0540380633074,0.0800325115145
SLC,2011,119459.0,14989.0,4399.37,349.22,4004.97,30.35,6205.08,-0.0420980041537,-0.247993176801
SLC,2012,110303.0,11816.0,3800.61,266.3,2862.38,21.43,4865.28,-0.0766455436593,-0.211688571619
SLC,2013,112587.0,15414.0,4545.43,456.85,4111.18,36.64,6263.92,0.0207065990952,0.304502369668
SLC,2014,108586.0,14762.0,4711.28,391.67,3405.16,19.79,6234.18,-0.0355369625268,-0.0422992085117
SLC,2015,105957.0,13206.0,4254.39,441.37,2942.75,19.51,5548.01,-0.0242112242831,-0.105405771576
TPA,2005,79518.0,17418.0,4996.24,495.76,5704.72,59.34,6161.78,0.107323390567,0.268978580796
TPA,2006,75953.0,15649.0,4549.33,397.33,4458.54,54.59,6189.24,-0.0448326165145,-0.101561602939
TPA,2007,79799.0,18003.0,5300.01,487.36,5200.89,50.6,6964.21,0.0506365778837,0.150424947281
TPA,2008,78171.0,16356.0,4663.54,472.87,5111.69,41.83,6066.15,-0.0204012581611,-0.0914847525412
TPA,2009,69453.0,12579.0,3955.41,382.23,3652.87,36.05,4552.43,-0.111524734236,-0.230924431401
TPA,2010,68763.0,12296.0,4180.32,368.35,3157.08,46.36,4543.94,-0.00993477603559,-0.0224978138167
TPA,2011,69051.0,11930.0,3927.97,372.05,3204.35,52.26,4373.25,0.00418829893984,-0.0297657774886
TPA,2012,67430.0,11041.0,3734.5,275.49,3086.67,27.76,3916.6,-0.0234754022389,-0.0745180217938
TPA,2013,66095.0,13627.0,4459.2,328.02,3810.19,37.37,4992.08,-0.0197983093579,0.234217915044
TPA,2014,64879.0,14210.0,4818.2,462.93,3895.8,19.38,5013.62,-0.0183977607989,0.0427827107947
TPA,2015,69062.0,12851.0,4609.86,423.79,3231.63,26.97,4558.69,0.0644738667365,-0.0956368754398
